vehicle,period,signal,signal_present,expected_start,expected_end_exclusive,input_record_count,invalid_timestamp_count,invalid_numeric_count,duplicate_timestamp_count,outlier_value_count,outside_period_count,interval_candidate_count,valid_interval_count,nonpositive_interval_count,long_gap_count,removed_interval_count,removed_interval_pct,valid_time_hours,first_timestamp,last_timestamp,expected_period_hours,start_delay_hours,end_shortfall_hours,observed_span_pct,reset_count,excessive_rate_count,valid_increment_count,removed_increment_count,removed_increment_pct,threshold_record_count,distinct_event_count
LDV_04,before,up_down_acceleration,True,2026-04-18 00:00:00+09:00,2026-05-18 00:00:00+09:00,9685,0,0,0,0,0,9684,9352,0,332,332,3.4283353985956215,26.54579777777778,2026-04-20 09:30:16.383000+09:00,2026-05-15 18:04:58.183000+09:00,720.0,57.50455083333333,53.91717138888889,84.52476080246913,,,,,,,
LDV_05,before,vehicle_speed,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,33099,0,0,0,0,0,33098,32810,0,288,288,0.8701432110701552,85.48537222222222,2026-04-20 08:14:56.387000+09:00,2026-05-18 18:21:23.997000+09:00,720.0,32.24899638888889,5.6433341666666665,94.73717631172838,,,,,,,
LDV_05,before,engine_rpm,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,29857,0,0,0,0,0,29856,29561,0,295,295,0.9880760986066452,84.72688083333334,2026-04-20 08:14:56.440000+09:00,2026-05-18 18:21:23.997000+09:00,720.0,32.24901111111111,5.6433341666666665,94.73717426697532,,,,,,,
LDV_05,before,fuel_used,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,6847,0,0,0,0,0,6846,6495,0,351,351,5.127081507449606,75.9547488888889,2026-04-20 08:15:07.063000+09:00,2026-05-18 18:21:39.513000+09:00,720.0,32.251961944444446,5.639024166666667,94.73736304012347,1.0,0.0,6845.0,1.0,0.014607069821793748,,
LDV_05,before,odometer,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,0.0,0.0,0.0,0.0,,,
LDV_05,before,raw_odometer,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,0.0,0.0,0.0,0.0,,,
LDV_05,before,incremental_distance,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,1798,0,0,0,0,0,1797,1190,0,607,607,33.77851975514747,46.631886944444446,2026-04-20 08:14:56.717000+09:00,2026-05-18 18:21:39.390000+09:00,720.0,32.24908805555555,5.639058333333334,94.73775744598765,,,,,,,
LDV_05,before,coolant_temp,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,1244,0,0,0,0,0,1243,672,0,571,571,45.93724859211585,28.760481388888888,2026-04-20 08:15:01.540000+09:00,2026-05-18 18:21:12.027000+09:00,720.0,32.25042777777777,5.646659166666667,94.7365157021605,,,,,,,
LDV_05,before,forward_braking,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,12148,0,0,0,0,0,12147,11693,0,454,454,3.7375483658516506,47.150912777777776,2026-04-20 08:15:12.550000+09:00,2026-05-18 18:21:07.573000+09:00,720.0,32.25348611111111,5.6478963888888885,94.73591909722224,,,,,,242.0,233.0
LDV_05,before,side_acceleration,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,13535,0,0,0,0,0,13534,13080,0,454,454,3.3545145559332052,47.15099055555555,2026-04-20 08:15:12.550000+09:00,2026-05-18 18:21:07.573000+09:00,720.0,32.25348611111111,5.6478963888888885,94.73591909722224,,,,,,472.0,381.0
LDV_05,before,up_down_acceleration,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,19558,0,0,0,0,0,19557,19103,0,454,454,2.3214194406095006,47.151565000000005,2026-04-20 08:15:12.550000+09:00,2026-05-18 18:21:07.573000+09:00,720.0,32.25348611111111,5.6478963888888885,94.73591909722224,,,,,,,
LDV_06,before,vehicle_speed,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,25590,0,0,0,0,0,25589,25318,0,271,271,1.0590488100355622,60.177235833333334,2026-04-20 07:56:36.360000+09:00,2026-05-18 17:31:44.177000+09:00,720.0,31.943433333333335,6.471061944444444,94.66465343364196,,,,,,,
LDV_06,before,engine_rpm,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,25938,0,0,0,0,0,25937,25663,0,274,274,1.0564059066198865,59.655613611111114,2026-04-20 07:56:36.417000+09:00,2026-05-18 17:31:44.177000+09:00,720.0,31.943449166666667,6.471061944444444,94.66465123456788,,,,,,,
LDV_06,before,fuel_used,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,4963,0,0,0,0,0,4962,4663,0,299,299,6.025796049979847,54.242930833333325,2026-04-20 07:57:56.593000+09:00,2026-05-18 17:31:59.487000+09:00,720.0,31.965720277777777,6.466809166666667,94.6621486882716,0.0,0.0,4962.0,0.0,0.0,,
LDV_06,before,odometer,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,0.0,0.0,0.0,0.0,,,
LDV_06,before,raw_odometer,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,0.0,0.0,0.0,0.0,,,
LDV_06,before,incremental_distance,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,1187,0,0,0,0,0,1186,692,0,494,494,41.65261382799326,30.483719166666667,2026-04-20 07:56:35.910000+09:00,2026-05-18 17:31:59.367000+09:00,720.0,31.943308333333334,6.4668425,94.6652568287037,,,,,,,
LDV_06,before,coolant_temp,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,732,0,0,0,0,0,731,259,0,472,472,64.56908344733242,11.651544999999997,2026-04-20 07:56:40.573000+09:00,2026-05-18 17:31:34.293000+09:00,720.0,31.944603611111113,6.4738074999999995,94.66410956790125,,,,,,,
LDV_06,before,forward_braking,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,7284,0,0,0,0,0,7283,7037,0,246,246,3.377728957847041,28.322686111111114,2026-04-20 09:35:15.200000+09:00,2026-05-18 16:43:49.480000+09:00,720.0,33.587555555555554,7.269588888888889,94.32539660493826,,,,,,124.0,123.0
LDV_06,before,side_acceleration,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,7005,0,0,0,0,0,7004,6758,0,246,246,3.512278697886922,28.3226675,2026-04-20 09:35:15.200000+09:00,2026-05-18 16:43:49.480000+09:00,720.0,33.587555555555554,7.269588888888889,94.32539660493826,,,,,,137.0,116.0
LDV_06,before,up_down_acceleration,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,10945,0,0,0,0,0,10944,10698,0,246,246,2.2478070175438596,28.322745555555553,2026-04-20 09:35:15.200000+09:00,2026-05-18 16:43:49.480000+09:00,720.0,33.587555555555554,7.269588888888889,94.32539660493826,,,,,,,
LDV_07,before,vehicle_speed,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,32559,0,0,0,0,0,32558,32261,0,297,297,0.9122181952208366,87.84945277777778,2026-04-20 09:15:37.057000+09:00,2026-05-18 18:06:47.627000+09:00,720.0,33.26029361111111,5.886770277777778,94.56290779320986,,,,,,,
LDV_07,before,engine_rpm,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,27649,0,0,0,0,0,27648,27348,0,300,300,1.0850694444444444,87.49272388888889,2026-04-20 09:15:37.113000+09:00,2026-05-18 18:06:47.627000+09:00,720.0,33.260309166666666,5.886770277777778,94.56290563271605,,,,,,,
LDV_07,before,fuel_used,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,7379,0,0,0,0,0,7378,7046,0,332,332,4.4998644619137975,83.47861777777777,2026-04-20 09:15:48.680000+09:00,2026-05-18 18:07:02.787000+09:00,720.0,33.26352222222222,5.882559166666667,94.5630442515432,0.0,0.0,7378.0,0.0,0.0,,
LDV_07,before,odometer,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,0.0,0.0,0.0,0.0,,,
LDV_07,before,raw_odometer,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,0.0,0.0,0.0,0.0,,,
LDV_07,before,incremental_distance,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,1614,0,0,0,0,0,1613,942,0,671,671,41.599504029758215,44.16311805555556,2026-04-20 09:15:36.607000+09:00,2026-05-18 18:07:02.717000+09:00,720.0,33.26016861111111,5.882578611111111,94.5635073302469,,,,,,,
LDV_07,before,coolant_temp,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,1277,0,0,0,0,0,1276,646,0,630,630,49.3730407523511,30.123438611111112,2026-04-20 09:15:41.360000+09:00,2026-05-18 18:06:47.627000+09:00,720.0,33.26148888888889,5.886770277777778,94.56274178240741,,,,,,,
LDV_07,before,forward_braking,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,,,,,,0.0,0.0
LDV_07,before,side_acceleration,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,,,,,,0.0,0.0
LDV_07,before,up_down_acceleration,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,,,,,,,
LDV_08,before,vehicle_speed,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,22286,0,0,0,0,0,22285,22112,0,173,173,0.7763069329145165,60.38787194444445,2026-04-20 09:22:40.357000+09:00,2026-05-18 15:10:17.550000+09:00,720.0,33.377876944444445,8.828458333333334,94.13800898919752,,,,,,,
LDV_08,before,engine_rpm,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,18610,0,0,0,0,0,18609,18424,0,185,185,0.9941426191627707,58.837672222222224,2026-04-20 09:22:40.413000+09:00,2026-05-18 15:10:17.550000+09:00,720.0,33.3778925,8.828458333333334,94.13800682870371,,,,,,,
LDV_08,before,fuel_used,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,5107,0,0,0,0,0,5106,4874,0,232,232,4.5436741088915005,50.49329583333333,2026-04-20 09:22:56.957000+09:00,2026-05-18 15:10:33.747000+09:00,720.0,33.382488055555555,8.823959166666667,94.13799344135802,1.0,1.0,5104.0,2.0,0.03916960438699569,,
LDV_08,before,odometer,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,0.0,0.0,0.0,0.0,,,
LDV_08,before,raw_odometer,False,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,720.0,,,0.0,0.0,0.0,0.0,0.0,,,
LDV_08,before,incremental_distance,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,1045,0,0,0,0,0,1044,629,0,415,415,39.75095785440613,27.327580555555556,2026-04-20 09:22:39.930000+09:00,2026-05-18 15:10:33.667000+09:00,720.0,33.37775833333333,8.823981388888889,94.13864726080247,,,,,,,
LDV_08,before,coolant_temp,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,600,0,0,0,0,0,599,224,0,375,375,62.604340567612695,10.587721111111112,2026-04-20 09:22:44.120000+09:00,2026-05-18 15:10:17.550000+09:00,720.0,33.37892222222222,8.828458333333334,94.13786381172841,,,,,,,
LDV_08,before,forward_braking,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,4366,0,0,0,0,0,4365,4104,0,261,261,5.979381443298969,20.060955277777776,2026-04-20 09:37:14.843000+09:00,2026-05-18 15:04:27.403000+09:00,720.0,33.62078972222222,8.925721388888888,94.09076234567902,,,,,,135.0,133.0
LDV_08,before,side_acceleration,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,4223,0,0,0,0,0,4222,3961,0,261,261,6.181904310753198,20.063585833333335,2026-04-20 09:37:14.843000+09:00,2026-05-18 15:04:27.403000+09:00,720.0,33.62078972222222,8.925721388888888,94.09076234567902,,,,,,38.0,36.0
LDV_08,before,up_down_acceleration,True,2026-04-19 00:00:00+09:00,2026-05-19 00:00:00+09:00,6549,0,0,0,0,0,6548,6287,0,261,261,3.9859499083689673,20.063618333333338,2026-04-20 09:37:14.843000+09:00,2026-05-18 15:04:27.403000+09:00,720.0,33.62078972222222,8.925721388888888,94.09076234567902,,,,,,,
HDV_01,after,vehicle_speed,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,26370,0,0,0,0,0,26369,25681,0,688,688,2.609124350563161,126.25330305555556,2026-05-18 00:00:02.077000+09:00,2026-06-17 20:34:03.070000+09:00,744.0,0.0005769444444444444,3.4324805555555558,99.53856754032257,,,,,,,
HDV_01,after,engine_rpm,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,5570,0,0,0,0,0,5569,4815,0,754,754,13.539235051176155,49.48808055555556,2026-05-18 00:01:19.003000+09:00,2026-06-17 20:34:03.020000+09:00,744.0,0.02194527777777778,3.4324944444444445,99.53569358572281,,,,,,,
HDV_01,after,fuel_used,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,5781,0,0,0,0,0,5780,4869,0,911,911,15.761245674740485,45.36307722222222,2026-05-18 00:07:28.050000+09:00,2026-06-17 20:34:05.147000+09:00,744.0,0.12445833333333334,3.4319036111111108,99.52199436230586,0.0,0.0,5780.0,0.0,0.0,,
HDV_01,after,odometer,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,5668,0,0,0,0,0,5667,5066,0,601,601,10.605258514205048,143.6550736111111,2026-05-18 00:01:06.323000+09:00,2026-06-17 20:34:05.147000+09:00,744.0,0.018423055555555554,3.4319036111111108,99.5362464157706,0.0,0.0,5667.0,0.0,0.0,,
HDV_01,after,raw_odometer,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,5668,0,0,0,0,0,5667,5066,0,601,601,10.605258514205048,143.6550736111111,2026-05-18 00:01:06.323000+09:00,2026-06-17 20:34:05.147000+09:00,744.0,0.018423055555555554,3.4319036111111108,99.5362464157706,0.0,0.0,5667.0,0.0,0.0,,
HDV_01,after,incremental_distance,False,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,744.0,,,0.0,,,,,,,
HDV_01,after,coolant_temp,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,2991,0,0,0,0,0,2990,2085,0,905,905,30.267558528428097,46.92163861111111,2026-05-18 00:06:13.127000+09:00,2026-06-17 20:34:02.910000+09:00,744.0,0.10364638888888889,3.432525,99.5247081466547,,,,,,,
HDV_01,after,forward_braking,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,1068,0,0,0,0,0,1067,838,0,229,229,21.46204311152765,3.0786308333333334,2026-05-18 00:16:06.523000+09:00,2026-06-17 18:23:12.657000+09:00,744.0,0.2684786111111111,5.613150833333334,99.20945840800478,,,,,,4.0,4.0
HDV_01,after,side_acceleration,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,1301,0,0,0,0,0,1300,1071,0,229,229,17.615384615384617,3.0786308333333334,2026-05-18 00:16:06.523000+09:00,2026-06-17 18:23:12.657000+09:00,744.0,0.2684786111111111,5.613150833333334,99.20945840800478,,,,,,13.0,11.0
HDV_01,after,up_down_acceleration,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,1656,0,0,0,0,0,1655,1426,0,229,229,13.836858006042297,3.0786308333333334,2026-05-18 00:16:06.523000+09:00,2026-06-17 18:23:12.657000+09:00,744.0,0.2684786111111111,5.613150833333334,99.20945840800478,,,,,,,
HDV_02,after,vehicle_speed,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,32740,0,0,0,0,0,32739,32292,0,447,447,1.3653440850361953,149.10177805555554,2026-05-18 08:36:43.763000+09:00,2026-06-17 22:34:59.083000+09:00,744.0,8.612156388888888,1.416921388888889,98.65200567502987,,,,,,,
HDV_02,after,engine_rpm,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,9908,0,0,0,0,0,9907,9240,0,667,667,6.73261330372464,93.83163361111112,2026-05-18 08:36:43.723000+09:00,2026-06-17 22:34:45.023000+09:00,744.0,8.612145277777778,1.4208269444444444,98.65148222819593,,,,,,,
HDV_02,after,fuel_used,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,4789,0,0,0,0,0,4788,3996,0,792,792,16.541353383458645,39.9441325,2026-05-18 08:36:46.323000+09:00,2026-06-17 23:59:38.020000+09:00,744.0,8.6128675,0.006105555555555556,98.84153587962963,0.0,0.0,4788.0,0.0,0.0,,
HDV_02,after,odometer,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,5143,0,0,0,0,0,5142,4614,0,528,528,10.268378063010502,130.7702997222222,2026-05-18 08:36:43.757000+09:00,2026-06-17 22:30:51.077000+09:00,744.0,8.612154722222222,1.4858119444444444,98.6427464157706,0.0,0.0,5142.0,0.0,0.0,,
HDV_02,after,raw_odometer,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,5143,0,0,0,0,0,5142,4614,0,528,528,10.268378063010502,130.7702997222222,2026-05-18 08:36:43.757000+09:00,2026-06-17 22:30:51.077000+09:00,744.0,8.612154722222222,1.4858119444444444,98.6427464157706,0.0,0.0,5142.0,0.0,0.0,,
HDV_02,after,incremental_distance,False,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,744.0,,,0.0,,,,,,,
HDV_02,after,coolant_temp,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,1385,0,0,0,0,0,1384,722,0,662,662,47.832369942196536,20.296501666666668,2026-05-18 08:36:43.723000+09:00,2026-06-17 22:30:51.720000+09:00,744.0,8.612145277777778,1.4856333333333334,98.64277169205495,,,,,,,
HDV_02,after,forward_braking,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,2379,0,0,0,0,0,2378,2014,0,364,364,15.306980656013458,9.17242611111111,2026-05-18 12:24:26.423000+09:00,2026-06-17 22:35:05.800000+09:00,744.0,12.407339722222224,1.4150555555555555,98.1421511723417,,,,,,5.0,5.0
HDV_02,after,side_acceleration,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,2783,0,0,0,0,0,2782,2418,0,364,364,13.084112149532709,9.17242611111111,2026-05-18 12:24:26.423000+09:00,2026-06-17 22:35:05.800000+09:00,744.0,12.407339722222224,1.4150555555555555,98.1421511723417,,,,,,50.0,47.0
HDV_02,after,up_down_acceleration,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,3869,0,0,0,0,0,3868,3504,0,364,364,9.410548086866598,9.172564166666666,2026-05-18 12:24:26.423000+09:00,2026-06-17 22:35:05.800000+09:00,744.0,12.407339722222224,1.4150555555555555,98.1421511723417,,,,,,,
HDV_03,after,vehicle_speed,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,39384,0,0,0,0,0,39383,38758,0,625,625,1.5869791534418403,175.8661061111111,2026-05-18 00:06:47.050000+09:00,2026-06-17 23:58:10.057000+09:00,744.0,0.11306944444444444,0.03053972222222222,99.98069769265234,,,,,,,
HDV_03,after,engine_rpm,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,9311,0,0,0,0,0,9310,8365,0,945,945,10.150375939849624,77.68260833333333,2026-05-18 00:06:48.020000+09:00,2026-06-17 23:57:54.003000+09:00,744.0,0.11333888888888888,0.034999166666666665,99.98006208930705,,,,,,,
HDV_03,after,fuel_used,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,6873,0,0,0,0,0,6872,5878,0,994,994,14.464493597206054,58.568469722222225,2026-05-18 00:06:48.020000+09:00,2026-06-17 23:58:09.040000+09:00,744.0,0.11333888888888888,0.03082222222222222,99.98062350657109,0.0,0.0,6872.0,0.0,0.0,,
HDV_03,after,odometer,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,5870,0,0,0,0,0,5869,5140,0,729,729,12.421196115181463,148.71205416666666,2026-05-18 00:44:48.077000+09:00,2026-06-17 23:13:44.267000+09:00,744.0,0.7466880555555556,0.7710369444444445,99.79600470430107,0.0,0.0,5869.0,0.0,0.0,,
HDV_03,after,raw_odometer,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,5870,0,0,0,0,0,5869,5140,0,729,729,12.421196115181463,148.71205416666666,2026-05-18 00:44:48.077000+09:00,2026-06-17 23:13:44.267000+09:00,744.0,0.7466880555555556,0.7710369444444445,99.79600470430107,0.0,0.0,5869.0,0.0,0.0,,
HDV_03,after,incremental_distance,False,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,744.0,,,0.0,,,,,,,
HDV_03,after,coolant_temp,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,1627,0,0,0,0,0,1626,799,0,827,827,50.8610086100861,22.48811888888889,2026-05-18 00:00:09.977000+09:00,2026-06-17 23:38:26.060000+09:00,744.0,0.0027713888888888888,0.3594277777777778,99.95131731630825,,,,,,,
HDV_03,after,forward_braking,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,1441,0,0,0,0,0,1440,1170,0,270,270,18.75,3.8873655555555553,2026-05-18 01:14:42.237000+09:00,2026-06-17 16:19:30.823000+09:00,744.0,1.2450658333333333,7.674771388888889,98.80109714755078,,,,,,6.0,6.0
HDV_03,after,side_acceleration,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,1637,0,0,0,0,0,1636,1366,0,270,270,16.503667481662593,3.887458055555555,2026-05-18 01:14:42.237000+09:00,2026-06-17 16:19:30.823000+09:00,744.0,1.2450658333333333,7.674771388888889,98.80109714755078,,,,,,21.0,21.0
HDV_03,after,up_down_acceleration,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,2318,0,0,0,0,0,2317,2047,0,270,270,11.652999568407424,3.88778,2026-05-18 01:14:42.237000+09:00,2026-06-17 16:19:30.823000+09:00,744.0,1.2450658333333333,7.674771388888889,98.80109714755078,,,,,,,
HDV_04,after,vehicle_speed,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,39896,0,0,0,0,0,39895,39633,0,262,262,0.6567239002381251,150.7049338888889,2026-05-18 11:11:52.047000+09:00,2026-06-17 19:50:11.047000+09:00,744.0,11.197790833333332,4.163598055555555,97.93529719235364,,,,,,,
HDV_04,after,engine_rpm,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,8432,0,0,0,0,0,8431,7840,0,591,591,7.0098446210413945,73.09429111111112,2026-05-18 11:10:36.247000+09:00,2026-06-17 19:48:47.007000+09:00,744.0,11.176735277777778,4.1869425,97.9349895459976,,,,,,,
HDV_04,after,fuel_used,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,919,0,0,0,0,0,918,386,0,532,532,57.9520697167756,5.297182222222222,2026-05-18 11:10:36.280000+09:00,2026-06-17 19:50:11.320000+09:00,744.0,11.176744444444443,4.163522222222222,97.93813620071684,0.0,0.0,918.0,0.0,0.0,,
HDV_04,after,odometer,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,8612,0,0,0,0,0,8611,8308,0,303,303,3.518755080710719,147.73483944444445,2026-05-18 11:10:36.317000+09:00,2026-06-17 19:50:11.197000+09:00,744.0,11.176754722222222,4.163556388888889,97.93813022700118,0.0,0.0,8611.0,0.0,0.0,,
HDV_04,after,raw_odometer,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,8612,0,0,0,0,0,8611,8308,0,303,303,3.518755080710719,147.73483944444445,2026-05-18 11:10:36.317000+09:00,2026-06-17 19:50:11.197000+09:00,744.0,11.176754722222222,4.163556388888889,97.93813022700118,0.0,0.0,8611.0,0.0,0.0,,
HDV_04,after,incremental_distance,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,4704,0,0,0,0,0,4703,4274,0,429,429,9.121837125239209,132.52728444444443,2026-05-18 11:10:36.220000+09:00,2026-06-17 19:50:11.047000+09:00,744.0,11.176727777777778,4.163598055555555,97.93812824820789,,,,,,,
HDV_04,after,coolant_temp,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,688,0,0,0,0,0,687,355,0,332,332,48.32605531295487,5.0289383333333335,2026-05-18 11:10:36.313000+09:00,2026-06-17 19:50:11.047000+09:00,744.0,11.176753611111112,4.163598055555555,97.93812477598567,,,,,,,
HDV_04,after,forward_braking,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,1392,0,0,0,0,0,1391,1171,0,220,220,15.815959741193385,5.272610833333333,2026-05-18 13:33:18.550000+09:00,2026-06-17 19:36:06.110000+09:00,744.0,13.555152777777778,4.3983027777777775,97.58690113500596,,,,,,0.0,0.0
HDV_04,after,side_acceleration,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,1690,0,0,0,0,0,1689,1469,0,220,220,13.025458851391356,5.273350555555555,2026-05-18 13:33:18.550000+09:00,2026-06-17 19:36:06.110000+09:00,744.0,13.555152777777778,4.3983027777777775,97.58690113500596,,,,,,31.0,29.0
HDV_04,after,up_down_acceleration,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,2341,0,0,0,0,0,2340,2120,0,220,220,9.401709401709402,5.274493333333333,2026-05-18 13:33:18.550000+09:00,2026-06-17 19:36:06.110000+09:00,744.0,13.555152777777778,4.3983027777777775,97.58690113500596,,,,,,,
LDV_01,after,vehicle_speed,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,30361,0,0,0,0,0,30360,30115,0,245,245,0.8069828722002635,86.64121777777778,2026-05-18 09:30:57.233000+09:00,2026-06-17 17:02:06.767000+09:00,744.0,9.515898055555555,6.964786944444445,97.78485416666666,,,,,,,
LDV_01,after,engine_rpm,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,23854,0,0,0,0,0,23853,23570,0,283,283,1.1864335722969859,82.38400361111111,2026-05-18 09:30:57.290000+09:00,2026-06-17 17:02:06.767000+09:00,744.0,9.515913888888889,6.964786944444445,97.78485203853047,,,,,,,
LDV_01,after,fuel_used,True,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,6636,0,0,0,0,0,6635,6269,0,366,366,5.516201959306707,66.32292111111111,2026-05-18 09:31:10.127000+09:00,2026-06-17 17:02:23.977000+09:00,744.0,9.519479722222222,6.960006388888889,97.78501530764636,1.0,1.0,6633.0,2.0,0.030143180105501127,,
LDV_01,after,odometer,False,2026-05-18 00:00:00+09:00,2026-06-18 00:00:00+09:00,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,744.0,,,0.0,0.0,0.0,0.0,0.0,,,
